order_line_key,order_key,customer_key,product_key,order_date_key,quantity,unit_price,gross_line_revenue,discount_amount,net_line_revenue,unit_cost
10458,8098,1803,76,20240525,1,57.22,57.22,0.0,57.22,14.33
10459,8099,1803,147,20240707,1,37.99,37.99,7.6,30.39,7.87
10460,8099,1803,30,20240707,1,100.67,100.67,20.13,80.54,27.82
10461,8099,1803,61,20240707,1,54.42,54.42,10.89,43.53,15.04
10462,8100,1803,69,20240814,1,114.81,114.81,22.96,91.85,33.1
10463,8101,1803,166,20241027,1,58.7,58.7,0.0,58.7,12.76
10464,8102,1803,48,20241105,1,104.07,104.07,0.0,104.07,31.06
10465,8102,1803,2,20241105,1,41.2,41.2,0.0,41.2,12.3
10466,8103,1803,170,20241111,1,57.07,57.07,0.0,57.07,11.35
10467,8104,1803,174,20250111,1,56.33,56.33,25.35,30.98,11.2
10468,8105,1803,180,20250223,1,86.36,86.36,0.0,86.36,17.55
10469,8105,1803,175,20250223,1,78.46,78.46,0.0,78.46,15.94
10470,8105,1803,148,20250223,1,26.55,26.55,0.0,26.55,5.39
10471,8106,1803,80,20250322,1,99.73,99.73,0.0,99.73,27.52
10472,8107,1803,167,20250427,1,102.1,102.1,0.0,102.1,19.38
10473,8108,1803,127,20250603,1,123.57,123.57,0.0,123.57,41.63
10474,8109,1803,156,20250807,1,48.72,48.72,9.74,38.98,11.04
10475,8110,1803,142,20250901,1,39.7,39.7,0.0,39.7,8.1
10476,8111,1803,79,20251004,1,119.21,119.21,0.0,119.21,32.97
10477,8112,1803,176,20251205,1,101.24,101.24,10.12,91.12,19.21
10478,8113,1804,80,20231006,1,48.82,48.82,0.0,48.82,27.52
10479,8114,1805,156,20230819,2,39.51,79.02,15.8,63.22,11.04
10480,8115,1806,6,20230818,1,79.03,79.03,15.81,63.22,24.41
10481,8116,1806,177,20231026,1,64.41,64.41,0.0,64.41,17.34
10482,8117,1806,132,20231205,1,84.48,84.48,8.45,76.03,29.46
10483,8117,1806,158,20231205,1,40.64,40.64,4.06,36.58,9.45
10484,8118,1806,148,20240130,1,20.64,20.64,0.0,20.64,5.39
10485,8119,1806,31,20240325,1,90.53,90.53,0.0,90.53,32.85
10486,8119,1806,1,20240325,1,45.02,45.02,0.0,45.02,16.34
10487,8120,1806,23,20240717,1,64.01,64.01,12.8,51.21,22.18
10488,8121,1806,167,20240924,1,81.41,81.41,0.0,81.41,19.38
10489,8122,1806,161,20241202,1,71.44,71.44,21.43,50.01,17.54
10490,8123,1806,172,20241226,1,37.76,37.76,0.0,37.76,9.6
10491,8124,1806,37,20250114,1,65.7,65.7,29.57,36.13,23.69
10492,8124,1806,169,20250114,1,55.77,55.77,25.1,30.67,15.08
10493,8124,1806,145,20250114,1,54.77,54.77,24.64,30.13,14.81
10494,8125,1806,152,20250426,1,38.08,38.08,0.0,38.08,9.34
10495,8126,1806,9,20250612,1,62.69,62.69,0.0,62.69,19.59
10496,8127,1806,42,20250724,1,75.98,75.98,15.2,60.78,25.15
10497,8127,1806,10,20250724,1,64.74,64.74,12.94,51.8,21.43
10498,8128,1806,178,20251219,1,48.62,48.62,4.86,43.76,11.59
10499,8129,1807,78,20230422,2,70.24,140.48,0.0,140.48,24.62
10500,8130,1808,40,20230406,1,133.99,133.99,0.0,133.99,35.2
10501,8131,1809,163,20230108,1,24.47,24.47,11.01,13.46,7.55
10502,8132,1809,150,20230803,1,36.09,36.09,7.22,28.87,10.54
10503,8133,1809,100,20230821,1,267.12,267.12,53.42,213.7,96.72
10504,8134,1809,149,20250720,1,37.5,37.5,7.5,30.0,11.09
10505,8134,1809,158,20250720,1,31.95,31.95,6.39,25.56,9.45
10506,8135,1809,82,20250904,1,138.76,138.76,0.0,138.76,47.78
10507,8136,1809,71,20251123,1,56.1,56.1,5.61,50.49,21.75
10508,8137,1809,144,20251226,1,27.86,27.86,0.0,27.86,7.97
10509,8137,1809,141,20251226,1,48.53,48.53,0.0,48.53,13.88
10510,8138,1809,30,20251230,1,67.17,67.17,0.0,67.17,27.82
10511,8139,1810,1,20231118,1,35.38,35.38,3.54,31.84,16.34
10512,8140,1811,141,20230523,1,38.55,38.55,0.0,38.55,13.88
10513,8141,1812,168,20230910,1,52.75,52.75,0.0,52.75,16.98
10514,8141,1812,117,20230910,1,122.16,122.16,0.0,122.16,58.99
10515,8142,1812,176,20231203,1,63.65,63.65,6.37,57.28,19.21
10516,8143,1812,5,20240212,1,43.23,43.23,0.0,43.23,16.92
10517,8144,1812,9,20240429,1,48.04,48.04,0.0,48.04,19.59
10518,8145,1812,33,20240621,1,68.13,68.13,0.0,68.13,30.12
10519,8146,1812,49,20240904,1,93.68,93.68,0.0,93.68,34.35
10520,8146,1812,19,20240904,1,36.91,36.91,0.0,36.91,13.54
10521,8146,1812,9,20240904,1,53.42,53.42,0.0,53.42,19.59
10522,8147,1812,14,20241111,1,122.29,122.29,0.0,122.29,44.8
10523,8147,1812,154,20241111,1,61.22,61.22,0.0,61.22,16.82
10524,8148,1812,4,20250207,1,56.53,56.53,0.0,56.53,21.44
10525,8149,1812,149,20250421,1,39.83,39.83,0.0,39.83,11.09
10526,8149,1812,127,20250421,1,99.69,99.69,0.0,99.69,41.63
10527,8150,1812,136,20250624,1,68.09,68.09,0.0,68.09,31.0
10528,8150,1812,25,20250624,1,29.44,29.44,0.0,29.44,11.92
10529,8151,1812,121,20250816,1,167.9,167.9,33.58,134.32,74.52
10530,8152,1812,114,20251213,1,158.14,158.14,15.81,142.33,71.41
10531,8153,1813,17,20230728,1,62.56,62.56,0.0,62.56,25.9
10532,8153,1813,163,20230728,1,24.33,24.33,0.0,24.33,7.55
10533,8154,1814,71,20230217,1,39.3,39.3,0.0,39.3,21.75
10534,8155,1815,8,20230323,1,102.23,102.23,0.0,102.23,33.96
10535,8156,1815,159,20230901,1,21.67,21.67,0.0,21.67,5.05
10536,8157,1815,143,20231023,1,40.07,40.07,0.0,40.07,10.63
10537,8157,1815,53,20231023,1,55.67,55.67,0.0,55.67,19.69
10538,8158,1815,166,20231112,1,49.53,49.53,0.0,49.53,12.76
10539,8159,1815,32,20231226,1,107.52,107.52,0.0,107.52,34.42
10540,8159,1815,5,20231226,1,52.85,52.85,0.0,52.85,16.92
10541,8160,1815,9,20231229,1,60.35,60.35,0.0,60.35,19.59
10542,8160,1815,162,20231229,1,50.43,50.43,0.0,50.43,12.28
10543,8160,1815,156,20231229,1,45.34,45.34,0.0,45.34,11.04
10544,8161,1815,11,20240307,1,106.65,106.65,0.0,106.65,35.86
10545,8162,1815,163,20240503,1,29.55,29.55,0.0,29.55,7.55
10546,8163,1815,167,20240615,2,72.59,145.18,0.0,145.18,19.38
10547,8164,1815,171,20240811,1,45.28,45.28,9.06,36.22,12.12
10548,8165,1815,160,20241014,2,26.65,53.3,0.0,53.3,6.24
10549,8166,1815,178,20241220,1,50.0,50.0,5.0,45.0,11.59
10550,8166,1815,152,20241220,1,40.26,40.26,4.03,36.23,9.34
10551,8167,1815,37,20250424,1,74.04,74.04,0.0,74.04,23.69
10552,8168,1815,12,20250629,1,82.47,82.47,0.0,82.47,28.21
10553,8169,1815,34,20250824,1,105.15,105.15,0.0,105.15,37.82
10554,8170,1815,165,20251024,1,52.79,52.79,0.0,52.79,13.63
10555,8171,1815,78,20251202,1,72.85,72.85,7.29,65.56,24.62
10556,8172,1816,124,20230621,2,72.37,144.74,0.0,144.74,32.03
10557,8173,1817,6,20230804,1,49.29,49.29,9.86,39.43,24.41
10558,8174,1818,154,20230409,1,54.7,54.7,0.0,54.7,16.82
10559,8174,1818,172,20230409,1,31.21,31.21,0.0,31.21,9.6
10560,8175,1818,142,20231105,1,26.59,26.59,0.0,26.59,8.1
10561,8176,1818,159,20231222,1,15.99,15.99,1.6,14.39,5.05
10562,8176,1818,160,20231222,1,19.77,19.77,1.98,17.79,6.24
10563,8177,1818,63,20241107,1,96.02,96.02,0.0,96.02,40.06
10564,8178,1818,35,20241205,1,47.39,47.39,4.74,42.65,18.21
10565,8179,1818,5,20251208,1,43.54,43.54,4.35,39.19,16.92
10566,8180,1818,73,20251214,1,62.32,62.32,6.23,56.09,24.82
10567,8181,1819,144,20230126,1,27.86,27.86,0.0,27.86,7.97
10568,8182,1820,1,20230524,1,50.63,50.63,0.0,50.63,16.34
10569,8183,1821,46,20230830,1,101.21,101.21,0.0,101.21,38.94
10570,8184,1822,76,20231221,1,34.4,34.4,3.44,30.96,14.33
10571,8185,1822,99,20240801,1,215.17,215.17,43.03,172.14,76.66
10572,8186,1822,156,20241220,1,37.59,37.59,3.76,33.83,11.04
10573,8187,1823,165,20230830,1,49.45,49.45,0.0,49.45,13.63
10574,8188,1824,40,20230611,1,87.67,87.67,0.0,87.67,35.2
10575,8189,1825,172,20230802,1,32.53,32.53,6.51,26.02,9.6
10576,8190,1826,163,20231228,1,31.86,31.86,0.0,31.86,7.55
10577,8190,1826,58,20231228,1,32.01,32.01,0.0,32.01,10.12
10578,8191,1826,141,20240210,1,52.23,52.23,0.0,52.23,13.88
10579,8192,1826,144,20240321,1,33.85,33.85,0.0,33.85,7.97
10580,8193,1826,19,20240523,2,40.0,80.0,0.0,80.0,13.54
10581,8194,1826,25,20240721,2,35.76,71.52,14.3,57.22,11.92
10582,8195,1826,158,20240908,1,38.71,38.71,0.0,38.71,9.45
10583,8196,1826,163,20241027,1,31.91,31.91,0.0,31.91,7.55
10584,8197,1826,142,20241209,1,32.74,32.74,3.27,29.47,8.1
10585,8198,1826,6,20250121,1,76.37,76.37,34.37,42.0,24.41
10586,8199,1826,172,20250421,1,37.89,37.89,0.0,37.89,9.6
10587,8200,1826,174,20250629,1,43.71,43.71,0.0,43.71,11.2
10588,8201,1826,45,20250821,1,102.56,102.56,20.51,82.05,32.7
10589,8201,1826,151,20250821,1,46.29,46.29,9.26,37.03,11.07
10590,8202,1826,145,20251030,1,61.37,61.37,0.0,61.37,14.81
10591,8202,1826,30,20251030,1,86.45,86.45,0.0,86.45,27.82
10592,8203,1826,150,20251204,1,39.34,39.34,3.93,35.41,10.54
10593,8203,1826,53,20251204,1,55.12,55.12,5.52,49.6,19.69
10594,8204,1827,179,20231010,1,70.23,70.23,0.0,70.23,18.97
10595,8204,1827,20,20231010,1,119.03,119.03,0.0,119.03,42.88
10596,8205,1828,9,20231124,1,59.98,59.98,17.99,41.99,19.59
10597,8206,1829,40,20230702,1,82.73,82.73,0.0,82.73,35.2
10598,8207,1830,40,20230418,1,90.19,90.19,0.0,90.19,35.2
10599,8207,1830,148,20230418,2,18.43,36.86,0.0,36.86,5.39
10600,8208,1831,172,20230904,1,27.14,27.14,0.0,27.14,9.6
10601,8209,1832,166,20230619,1,43.05,43.05,0.0,43.05,12.76
10602,8209,1832,164,20230619,1,59.74,59.74,0.0,59.74,17.71
10603,8210,1833,35,20230908,1,47.65,47.65,0.0,47.65,18.21
10604,8211,1833,93,20231107,1,215.78,215.78,0.0,215.78,77.65
10605,8212,1833,142,20240129,1,26.97,26.97,0.0,26.97,8.1
10606,8213,1833,159,20240428,1,18.4,18.4,0.0,18.4,5.05
10607,8214,1833,174,20240704,1,37.04,37.04,0.0,37.04,11.2
10608,8215,1833,128,20240827,1,90.39,90.39,0.0,90.39,44.04
10609,8216,1833,29,20241029,1,89.46,89.46,0.0,89.46,36.59
10610,8216,1833,66,20241029,1,96.95,96.95,0.0,96.95,39.65
10611,8216,1833,123,20241029,1,139.73,139.73,0.0,139.73,64.29
10612,8217,1833,161,20250120,1,60.42,60.42,27.19,33.23,17.54
10613,8218,1833,122,20250408,1,85.02,85.02,0.0,85.02,40.03
10614,8219,1833,42,20250602,1,60.47,60.47,0.0,60.47,25.15
10615,8219,1833,42,20250602,1,60.47,60.47,0.0,60.47,25.15
10616,8220,1834,6,20230901,1,65.15,65.15,0.0,65.15,24.41
10617,8221,1834,142,20231115,1,26.49,26.49,2.65,23.84,8.1
10618,8222,1834,158,20240413,1,29.23,29.23,0.0,29.23,9.45
10619,8223,1834,17,20240629,1,71.05,71.05,0.0,71.05,25.9
10620,8224,1834,62,20240922,1,104.42,104.42,0.0,104.42,40.56
10621,8225,1834,119,20241124,1,103.08,103.08,10.31,92.77,45.17
10622,8226,1834,135,20241208,1,187.21,187.21,18.72,168.49,77.82
10623,8227,1834,136,20250123,1,67.84,67.84,0.0,67.84,31.0
10624,8227,1834,34,20250123,2,93.12,186.24,0.0,186.24,37.82
10625,8228,1834,17,20250315,1,61.53,61.53,0.0,61.53,25.9
10626,8229,1834,133,20250607,1,127.39,127.39,0.0,127.39,61.44
10627,8230,1834,152,20250904,1,29.4,29.4,0.0,29.4,9.34
10628,8231,1834,131,20251101,1,81.12,81.12,0.0,81.12,36.69
10629,8232,1835,25,20231028,1,31.82,31.82,0.0,31.82,11.92
10630,8232,1835,159,20231028,1,17.97,17.97,0.0,17.97,5.05
10631,8233,1836,57,20231213,1,45.58,45.58,4.56,41.02,18.54
10632,8234,1837,1,20230808,1,54.6,54.6,10.92,43.68,16.34
10633,8235,1838,13,20230922,1,107.71,107.71,0.0,107.71,41.44
10634,8236,1839,65,20231020,1,109.84,109.84,0.0,109.84,39.38
10635,8237,1840,159,20230320,1,16.87,16.87,0.0,16.87,5.05
10636,8237,1840,124,20230320,1,71.35,71.35,0.0,71.35,32.03
10637,8238,1841,162,20230401,1,31.61,31.61,0.0,31.61,12.28
10638,8239,1842,38,20230511,1,70.08,70.08,0.0,70.08,27.71
10639,8240,1843,160,20230627,1,19.81,19.81,0.0,19.81,6.24
10640,8241,1844,171,20230829,1,38.64,38.64,0.0,38.64,12.12
10641,8242,1844,166,20250106,1,43.01,43.01,19.35,23.66,12.76
10642,8243,1845,30,20230725,2,67.3,134.6,26.92,107.68,27.82
10643,8244,1845,172,20231206,1,30.05,30.05,3.01,27.04,9.6
10644,8245,1845,26,20231211,1,107.9,107.9,10.79,97.11,43.51
10645,8246,1845,63,20240130,1,99.08,99.08,0.0,99.08,40.06
10646,8247,1845,2,20240423,1,28.35,28.35,0.0,28.35,12.3
10647,8248,1845,57,20240720,1,43.07,43.07,8.61,34.46,18.54
10648,8249,1845,160,20240915,1,21.86,21.86,0.0,21.86,6.24
10649,8250,1845,37,20241111,1,53.99,53.99,0.0,53.99,23.69
10650,8251,1845,132,20250425,1,66.99,66.99,0.0,66.99,29.46
10651,8252,1845,16,20251106,1,93.48,93.48,0.0,93.48,38.62
10652,8253,1845,24,20251116,2,77.92,155.84,15.58,140.26,31.05
10653,8254,1846,178,20231014,2,32.93,65.86,0.0,65.86,11.59
10654,8255,1847,4,20231114,1,41.25,41.25,0.0,41.25,21.44
10655,8256,1847,79,20240102,1,57.98,57.98,26.09,31.89,32.97
10656,8257,1847,169,20240216,2,40.94,81.88,0.0,81.88,15.08
10657,8258,1847,178,20240415,1,28.97,28.97,0.0,28.97,11.59
10658,8259,1847,55,20250110,1,27.52,27.52,12.38,15.14,13.92
10659,8260,1847,58,20250628,1,21.38,21.38,0.0,21.38,10.12
10660,8261,1847,23,20250814,1,40.44,40.44,8.09,32.35,22.18
10661,8262,1848,156,20231105,1,42.02,42.02,0.0,42.02,11.04
10662,8263,1849,147,20230209,1,29.77,29.77,0.0,29.77,7.87
10663,8264,1849,176,20230417,1,73.41,73.41,0.0,73.41,19.21
10664,8265,1849,34,20230626,1,105.15,105.15,0.0,105.15,37.82
10665,8266,1849,38,20230815,1,76.67,76.67,15.33,61.34,27.71
10666,8267,1849,45,20231022,1,104.12,104.12,0.0,104.12,32.7
10667,8267,1849,159,20231022,1,21.44,21.44,0.0,21.44,5.05
10668,8268,1849,159,20231225,1,21.25,21.25,0.0,21.25,5.05
10669,8269,1849,141,20240215,1,57.96,57.96,0.0,57.96,13.88
10670,8270,1849,42,20240409,1,69.74,69.74,0.0,69.74,25.15
10671,8271,1849,147,20240613,1,32.96,32.96,0.0,32.96,7.87
10672,8272,1849,25,20240808,1,33.24,33.24,6.65,26.59,11.92
10673,8272,1849,34,20240808,1,105.49,105.49,21.1,84.39,37.82
10674,8273,1849,4,20240929,1,65.61,65.61,0.0,65.61,21.44
10675,8274,1849,156,20241114,1,42.61,42.61,0.0,42.61,11.04
10676,8274,1849,166,20241114,1,49.27,49.27,0.0,49.27,12.76
10677,8275,1849,8,20250119,1,96.78,96.78,43.55,53.23,33.96
10678,8276,1849,173,20250325,1,65.99,65.99,0.0,65.99,15.39
10679,8277,1849,31,20250522,1,97.8,97.8,0.0,97.8,32.85
10680,8278,1849,36,20250721,1,88.76,88.76,17.75,71.01,28.39
10681,8279,1849,1,20251123,1,47.9,47.9,4.79,43.11,16.34
10682,8280,1849,160,20251130,1,24.23,24.23,7.27,16.96,6.24
10683,8281,1849,67,20251230,1,62.88,62.88,0.0,62.88,20.38
10684,8282,1850,124,20230323,1,88.48,88.48,0.0,88.48,32.03
10685,8283,1851,10,20230522,1,42.63,42.63,0.0,42.63,21.43
10686,8283,1851,8,20230522,2,67.57,135.14,0.0,135.14,33.96
10687,8283,1851,144,20230522,1,21.14,21.14,0.0,21.14,7.97
10688,8284,1851,43,20230717,1,65.99,65.99,13.2,52.79,36.84
10689,8285,1851,59,20230720,1,64.71,64.71,12.94,51.77,33.99
10690,8286,1851,14,20231031,1,95.08,95.08,0.0,95.08,44.8
10691,8287,1851,42,20231224,1,51.58,51.58,5.16,46.42,25.15
10692,8288,1851,142,20240613,1,21.72,21.72,0.0,21.72,8.1
10693,8288,1851,150,20240613,1,28.27,28.27,0.0,28.27,10.54
10694,8289,1851,71,20250102,1,43.79,43.79,19.71,24.08,21.75
10695,8290,1851,2,20250312,1,24.99,24.99,0.0,24.99,12.3
10696,8291,1851,15,20250315,1,76.81,76.81,0.0,76.81,43.76
10697,8292,1851,144,20250320,1,19.28,19.28,0.0,19.28,7.97
10698,8292,1851,160,20250320,1,15.09,15.09,0.0,15.09,6.24
10699,8293,1851,149,20250724,1,29.62,29.62,5.92,23.7,11.09
10700,8294,1851,146,20250808,1,41.96,41.96,8.39,33.57,16.56
10701,8295,1852,165,20231222,1,55.58,55.58,5.56,50.02,13.63
10702,8295,1852,21,20231222,1,72.54,72.54,7.25,65.29,23.72
10703,8295,1852,2,20231222,2,37.6,75.2,7.52,67.68,12.3
10704,8296,1853,156,20230309,1,43.73,43.73,0.0,43.73,11.04
10705,8297,1854,165,20230215,1,40.02,40.02,0.0,40.02,13.63
10706,8298,1855,150,20230716,1,40.03,40.03,8.01,32.02,10.54
10707,8299,1856,30,20230813,1,71.31,71.31,14.26,57.05,27.82
10708,8300,1857,167,20240101,1,64.27,64.27,0.0,64.27,19.38
10709,8300,1857,1,20240101,1,40.63,40.63,0.0,40.63,16.34
10710,8301,1858,145,20230830,1,54.37,54.37,0.0,54.37,14.81
10711,8302,1858,155,20231019,1,48.9,48.9,0.0,48.9,12.29
10712,8303,1858,143,20231130,1,45.19,45.19,4.52,40.67,10.63
10713,8304,1858,70,20240115,1,48.24,48.24,21.71,26.53,16.07
10714,8305,1858,153,20240225,1,72.36,72.36,0.0,72.36,18.93
10715,8305,1858,19,20240225,1,38.81,38.81,0.0,38.81,13.54
10716,8305,1858,162,20240225,2,46.92,93.84,0.0,93.84,12.28
10717,8306,1858,2,20240701,1,38.37,38.37,0.0,38.37,12.3
10718,8306,1858,161,20240701,1,72.98,72.98,0.0,72.98,17.54
10719,8307,1858,175,20240813,1,60.66,60.66,12.13,48.53,15.94
10720,8308,1858,162,20241009,1,48.49,48.49,0.0,48.49,12.28
10721,8308,1858,157,20241009,2,41.97,83.94,0.0,83.94,10.63
10722,8309,1858,141,20241108,2,55.69,111.38,0.0,111.38,13.88
10723,8310,1858,79,20241216,1,98.97,98.97,9.9,89.07,32.97
10724,8310,1858,159,20241216,1,20.21,20.21,2.02,18.19,5.05
10725,8311,1858,178,20250131,1,44.61,44.61,0.0,44.61,11.59
10726,8312,1858,2,20250423,1,37.21,37.21,0.0,37.21,12.3
10727,8313,1858,113,20250614,1,166.83,166.83,0.0,166.83,62.72
10728,8314,1858,141,20250805,1,57.0,57.0,11.4,45.6,13.88
10729,8315,1858,162,20251202,2,47.85,95.7,9.57,86.13,12.28
10730,8316,1859,180,20231221,1,66.91,66.91,6.69,60.22,17.55
10731,8317,1860,87,20230407,1,177.82,177.82,0.0,177.82,66.82
10732,8318,1861,145,20230323,1,49.17,49.17,0.0,49.17,14.81
10733,8319,1862,144,20231118,1,27.11,27.11,2.71,24.4,7.97
10734,8320,1863,148,20230829,1,20.63,20.63,0.0,20.63,5.39
10735,8321,1863,147,20231022,1,31.17,31.17,0.0,31.17,7.87
10736,8321,1863,162,20231022,1,48.61,48.61,0.0,48.61,12.28
10737,8322,1863,148,20231214,1,23.25,23.25,2.33,20.92,5.39
10738,8322,1863,165,20231214,1,58.76,58.76,5.87,52.89,13.63
10739,8323,1863,70,20240324,1,46.3,46.3,0.0,46.3,16.07
10740,8324,1863,148,20240526,1,21.16,21.16,0.0,21.16,5.39
10741,8325,1863,154,20240731,1,63.53,63.53,0.0,63.53,16.82
10742,8326,1863,162,20240916,1,51.7,51.7,0.0,51.7,12.28
10743,8327,1863,24,20241105,1,100.64,100.64,0.0,100.64,31.05
10744,8328,1863,167,20241118,1,81.65,81.65,8.17,73.48,19.38
10745,8329,1863,174,20241229,1,41.74,41.74,0.0,41.74,11.2
10746,8330,1863,23,20250228,1,70.63,70.63,0.0,70.63,22.18
10747,8331,1863,159,20250424,1,20.65,20.65,0.0,20.65,5.05
10748,8332,1863,141,20250903,1,54.26,54.26,0.0,54.26,13.88
10749,8333,1863,45,20251017,2,91.64,183.28,0.0,183.28,32.7
10750,8334,1863,7,20251121,1,43.97,43.97,4.4,39.57,15.79
10751,8335,1863,107,20251214,1,249.33,249.33,24.93,224.4,76.02
10752,8336,1864,84,20230125,1,132.38,132.38,0.0,132.38,47.73
10753,8337,1864,76,20231103,1,37.32,37.32,0.0,37.32,14.33
10754,8338,1864,171,20231118,1,39.17,39.17,3.92,35.25,12.12
10755,8339,1864,96,20231209,1,188.59,188.59,18.86,169.73,63.22
10756,8340,1864,112,20240901,1,148.29,148.29,0.0,148.29,70.0
10757,8341,1864,4,20250815,1,55.16,55.16,11.03,44.13,21.44
10758,8342,1864,179,20250824,1,60.5,60.5,0.0,60.5,18.97
10759,8342,1864,158,20250824,1,30.13,30.13,0.0,30.13,9.45
10760,8343,1864,161,20251126,1,56.05,56.05,5.61,50.44,17.54
10761,8344,1865,2,20231112,1,39.0,39.0,0.0,39.0,12.3
10762,8344,1865,162,20231112,1,51.91,51.91,0.0,51.91,12.28
10763,8345,1866,30,20230117,1,79.91,79.91,35.96,43.95,27.82
10764,8346,1866,13,20230415,1,114.41,114.41,0.0,114.41,41.44
10765,8346,1866,5,20230415,1,46.71,46.71,0.0,46.71,16.92
10766,8347,1866,25,20230623,1,36.04,36.04,0.0,36.04,11.92
10767,8348,1866,156,20230821,1,44.14,44.14,8.83,35.31,11.04
10768,8349,1866,173,20231021,1,58.18,58.18,0.0,58.18,15.39
10769,8350,1866,144,20231229,1,30.53,30.53,0.0,30.53,7.97
10770,8351,1866,160,20231230,1,25.04,25.04,0.0,25.04,6.24
10771,8352,1866,179,20240609,1,73.06,73.06,0.0,73.06,18.97
10772,8353,1866,163,20240815,1,28.64,28.64,5.73,22.91,7.55
10773,8354,1866,29,20240926,1,104.13,104.13,0.0,104.13,36.59
10774,8355,1866,159,20241112,1,20.91,20.91,0.0,20.91,5.05
10775,8356,1866,25,20241123,1,38.38,38.38,3.84,34.54,11.92
10776,8356,1866,158,20241123,1,40.57,40.57,4.06,36.51,9.45
10777,8357,1866,162,20241125,1,51.28,51.28,5.13,46.15,12.28
10778,8358,1866,145,20250121,1,55.14,55.14,24.81,30.33,14.81
10779,8359,1866,132,20250321,1,77.6,77.6,0.0,77.6,29.46
10780,8359,1866,19,20250321,1,40.11,40.11,0.0,40.11,13.54
10781,8360,1866,158,20250507,1,38.79,38.79,0.0,38.79,9.45
10782,8361,1866,146,20250816,1,67.81,67.81,13.56,54.25,16.56
10783,8362,1866,1,20251203,1,48.82,48.82,4.88,43.94,16.34
10784,8362,1866,25,20251203,1,35.61,35.61,3.56,32.05,11.92
10785,8363,1867,152,20230529,1,22.8,22.8,0.0,22.8,9.34
10786,8364,1868,154,20230716,1,72.53,72.53,14.51,58.02,16.82
10787,8365,1869,180,20231007,1,49.65,49.65,0.0,49.65,17.55
10788,8366,1870,39,20230106,1,129.44,129.44,58.25,71.19,43.38
10789,8367,1870,155,20230308,1,47.39,47.39,0.0,47.39,12.29
10790,8367,1870,171,20230308,1,46.77,46.77,0.0,46.77,12.12
10791,8368,1870,6,20230422,1,74.51,74.51,0.0,74.51,24.41
10792,8368,1870,160,20230422,1,25.39,25.39,0.0,25.39,6.24
10793,8369,1870,168,20230601,1,67.85,67.85,0.0,67.85,16.98
10794,8369,1870,149,20230601,1,44.3,44.3,0.0,44.3,11.09
10795,8370,1870,170,20230728,1,41.81,41.81,0.0,41.81,11.35
10796,8371,1870,144,20231116,1,30.01,30.01,3.0,27.01,7.97
10797,8372,1870,38,20231118,1,83.19,83.19,8.32,74.87,27.71
10798,8373,1870,172,20240104,1,40.8,40.8,18.36,22.44,9.6
10799,8374,1870,59,20240310,1,104.89,104.89,0.0,104.89,33.99
10800,8374,1870,19,20240310,1,41.77,41.77,0.0,41.77,13.54
10801,8374,1870,151,20240310,2,45.53,91.06,0.0,91.06,11.07
10802,8375,1870,146,20240515,1,61.38,61.38,0.0,61.38,16.56
10803,8376,1870,129,20240724,1,179.0,179.0,35.8,143.2,66.88
10804,8377,1870,11,20240927,1,103.98,103.98,0.0,103.98,35.86
10805,8377,1870,160,20240927,1,24.12,24.12,0.0,24.12,6.24
10806,8378,1870,150,20241110,1,38.93,38.93,0.0,38.93,10.54
10807,8379,1870,29,20250104,1,109.06,109.06,49.08,59.98,36.59
10808,8380,1870,154,20250218,2,68.36,136.72,0.0,136.72,16.82
10809,8381,1870,31,20250406,1,105.73,105.73,0.0,105.73,32.85
10810,8382,1871,124,20230826,1,67.11,67.11,0.0,67.11,32.03
10811,8383,1872,150,20231230,1,33.29,33.29,0.0,33.29,10.54
10812,8384,1872,35,20240321,1,43.66,43.66,0.0,43.66,18.21
10813,8385,1872,26,20240606,1,106.74,106.74,0.0,106.74,43.51
10814,8385,1872,25,20240606,1,29.23,29.23,0.0,29.23,11.92
10815,8386,1872,111,20241020,1,96.87,96.87,0.0,96.87,40.11
10816,8386,1872,2,20241020,1,33.4,33.4,0.0,33.4,12.3
10817,8387,1872,25,20241213,1,28.18,28.18,2.82,25.36,11.92
10818,8387,1872,72,20241213,2,54.63,109.26,10.92,98.34,23.1
10819,8388,1872,159,20241218,2,16.18,32.36,3.24,29.12,5.05
10820,8389,1872,136,20250309,1,75.27,75.27,0.0,75.27,31.0
10821,8390,1872,7,20250507,1,41.55,41.55,0.0,41.55,15.79
10822,8391,1872,133,20251028,2,138.42,276.84,0.0,276.84,61.44
10823,8391,1872,130,20251028,1,133.42,133.42,0.0,133.42,59.22
10824,8391,1872,45,20251028,1,82.87,82.87,0.0,82.87,32.7
10825,8392,1872,37,20251221,1,64.19,64.19,6.42,57.77,23.69
10826,8393,1873,149,20231101,1,27.43,27.43,0.0,27.43,11.09
10827,8394,1873,58,20231115,1,19.83,19.83,1.98,17.85,10.12
10828,8394,1873,43,20231115,1,72.19,72.19,7.22,64.97,36.84
10829,8395,1873,150,20240216,2,25.79,51.58,0.0,51.58,10.54
10830,8396,1873,2,20240716,1,23.23,23.23,4.65,18.58,12.3
10831,8397,1873,146,20240806,1,39.71,39.71,7.94,31.77,16.56
10832,8398,1873,159,20241125,2,11.91,23.82,2.38,21.44,5.05
10833,8399,1873,141,20241214,1,37.17,37.17,3.72,33.45,13.88
