return_key,order_key,order_line_key,customer_key,product_key,return_date_key,return_reason_key,return_quantity,return_amount,restocking_fee,refund_completed_flag
1057,4584,5888,975,87,20230819,1,1,107.92,0.0,True
1058,4592,5901,975,141,20250701,3,1,37.66,0.0,True
1059,4595,5904,976,156,20230830,4,1,22.14,2.21,True
1060,4596,5905,976,59,20231223,1,1,58.69,0.0,True
1061,4600,5909,976,29,20240618,1,1,68.63,0.0,True
1062,4615,5926,981,42,20230620,1,1,72.84,0.0,True
1063,4621,5933,983,2,20231229,6,2,63.63,0.0,True
1064,4623,5935,983,45,20240426,5,1,92.25,0.0,True
1065,4627,5939,983,155,20241225,4,1,43.46,4.35,True
1066,4632,5946,983,142,20250821,5,2,48.06,0.0,True
1067,4641,5956,984,25,20250224,4,1,21.63,2.16,True
1068,4643,5958,984,19,20250321,3,2,48.96,0.0,True
1069,4655,5973,987,159,20230806,2,1,12.13,0.0,True
1070,4658,5976,987,8,20240223,4,1,79.95,8.0,True
1071,4663,5981,987,6,20250319,1,1,55.9,0.0,True
1072,4664,5982,987,40,20250821,1,1,67.46,0.0,True
1073,4665,5983,987,118,20251026,4,1,86.85,8.69,False
1074,4666,5985,987,2,20251219,1,1,24.96,0.0,True
1075,4672,5994,988,4,20240831,3,1,34.88,0.0,True
1076,4676,5999,988,76,20251009,4,1,25.95,2.6,True
1077,4684,6010,990,10,20231228,1,1,59.66,0.0,False
1078,4685,6012,990,13,20240220,4,1,123.93,12.39,False
1079,4694,6025,990,36,20250606,1,1,81.5,0.0,True
1080,4696,6029,991,28,20230710,5,1,62.8,0.0,True
1081,4699,6033,994,163,20230405,5,1,19.22,0.0,True
1082,4703,6039,994,7,20240730,1,1,26.1,0.0,True
1083,4706,6043,994,159,20250311,3,1,13.44,0.0,True
1084,4708,6045,995,152,20230715,6,1,32.24,0.0,True
1085,4710,6048,997,72,20231220,5,1,43.27,0.0,True
1086,4711,6049,997,2,20240819,4,1,18.21,1.82,True
1087,4715,6053,997,149,20250404,4,1,30.08,3.01,True
1088,4719,6058,999,21,20231219,4,1,56.77,5.68,True
1089,4719,6059,999,42,20231222,5,1,60.19,0.0,True
1090,4724,6064,1004,131,20231124,1,1,78.95,0.0,True
1091,4742,6090,1007,9,20240410,1,1,57.71,0.0,True
1092,4743,6093,1007,135,20240613,4,1,214.83,21.48,True
1093,4744,6094,1007,6,20240802,3,1,54.22,0.0,True
1094,4746,6098,1007,166,20241110,3,1,54.73,0.0,True
1095,4755,6107,1008,26,20240214,4,1,121.83,12.18,True
1096,4756,6109,1008,25,20240404,4,1,36.81,3.68,True
1097,4757,6110,1008,11,20240514,1,1,111.85,0.0,True
1098,4764,6119,1008,162,20250717,1,1,40.54,0.0,True
1099,4777,6136,1016,63,20230126,3,1,68.27,0.0,True
1100,4781,6141,1016,5,20230927,3,1,49.82,0.0,True
1101,4782,6142,1016,57,20231110,1,1,53.32,0.0,True
1102,4785,6145,1016,141,20240317,3,1,58.9,0.0,True
1103,4788,6150,1016,39,20240911,3,1,131.68,0.0,True
1104,4797,6162,1017,116,20231014,2,1,172.81,0.0,True
1105,4800,6169,1017,180,20240418,1,1,74.45,0.0,False
1106,4801,6172,1017,30,20240614,1,1,88.64,0.0,True
1107,4807,6180,1017,5,20250430,1,1,49.8,0.0,True
1108,4811,6185,1017,66,20251231,1,1,101.97,0.0,False
1109,4814,6189,1018,58,20241220,3,1,17.22,0.0,True
1110,4818,6193,1019,129,20240109,1,1,212.9,0.0,True
1111,4819,6195,1019,27,20240202,1,1,78.04,0.0,True
1112,4821,6200,1019,57,20240412,2,1,62.88,0.0,True
1113,4828,6211,1019,4,20241210,4,1,70.17,7.02,True
1114,4838,6227,1019,17,20251129,4,1,91.33,9.13,True
1115,4841,6231,1021,40,20230329,2,1,108.66,0.0,True
1116,4846,6237,1021,168,20240104,5,1,61.89,0.0,True
1117,4848,6239,1021,160,20240624,6,1,23.49,0.0,True
1118,4850,6241,1021,12,20241001,1,1,87.68,0.0,False
1119,4856,6248,1022,158,20230415,3,2,72.88,0.0,True
1120,4860,6252,1025,148,20240425,4,2,41.16,4.12,True
1121,4866,6260,1025,7,20250322,3,1,50.96,0.0,True
1122,4867,6261,1025,32,20250512,1,1,107.19,0.0,True
1123,4869,6265,1026,6,20230720,4,1,58.2,5.82,True
1124,4879,6279,1034,157,20231210,3,1,41.97,0.0,True
1125,4882,6285,1034,90,20240330,4,1,200.39,20.04,True
1126,4887,6294,1034,152,20240913,4,1,46.97,4.7,True
1127,4890,6297,1034,142,20250120,3,1,19.39,0.0,False
1128,4907,6318,1037,30,20240105,5,1,74.05,0.0,True
1129,4910,6323,1037,67,20240710,1,1,62.25,0.0,True
1130,4914,6329,1037,37,20250206,1,1,37.65,0.0,True
1131,4922,6339,1039,28,20231204,1,1,82.2,0.0,True
1132,4929,6347,1039,159,20250219,4,1,20.69,2.07,True
1133,4934,6352,1041,156,20230804,3,1,25.41,0.0,True
1134,4938,6358,1042,71,20250907,2,1,43.61,0.0,True
1135,4939,6360,1043,125,20230429,1,1,136.13,0.0,True
1136,4941,6362,1045,53,20230826,2,1,44.46,0.0,True
1137,4944,6366,1047,147,20230403,3,1,31.53,0.0,True
1138,4944,6367,1047,156,20230405,4,1,44.21,4.42,False
1139,4950,6374,1047,45,20240301,3,1,94.18,0.0,True
1140,4957,6382,1047,63,20250318,4,1,127.9,12.79,True
1141,4962,6389,1047,38,20251213,3,1,71.57,0.0,True
1142,4964,6391,1049,40,20230414,1,1,80.02,0.0,True
1143,4967,6395,1052,175,20230805,6,1,39.86,0.0,True
1144,4974,6405,1054,38,20231222,1,1,49.75,0.0,True
1145,4982,6416,1055,136,20230611,4,1,66.3,6.63,True
1146,4988,6425,1056,41,20240623,1,1,88.65,0.0,True
1147,4999,6439,1056,36,20250821,3,2,171.07,0.0,True
1148,5007,6454,1059,139,20240103,2,1,100.56,0.0,True
1149,5015,6464,1063,45,20240314,2,1,103.41,0.0,True
1150,5030,6483,1066,155,20240311,3,2,62.58,0.0,True
1151,5033,6488,1066,139,20241002,1,1,76.97,0.0,True
1152,5037,6493,1068,158,20230907,2,1,32.63,0.0,True
1153,5039,6496,1068,152,20240116,4,1,31.38,3.14,True
1154,5046,6505,1069,22,20240510,1,1,85.23,0.0,True
1155,5052,6513,1069,73,20250823,4,1,35.7,3.57,True
1156,5057,6518,1071,180,20230824,3,2,90.5,0.0,True
1157,5060,6522,1072,146,20240824,3,2,62.27,0.0,True
1158,5062,6525,1072,43,20241230,1,1,67.87,0.0,True
1159,5066,6531,1074,28,20231013,1,1,98.07,0.0,True
1160,5071,6536,1079,20,20230306,3,1,110.81,0.0,True
1161,5072,6537,1080,25,20240125,1,1,20.15,0.0,True
1162,5074,6541,1081,68,20230810,4,1,32.19,3.22,True
1163,5075,6542,1081,25,20240119,5,1,12.68,0.0,True
1164,5084,6552,1082,21,20230714,1,1,68.53,0.0,True
1165,5085,6553,1082,177,20231021,5,1,70.64,0.0,True
1166,5089,6559,1082,11,20240501,1,1,101.8,0.0,True
1167,5091,6561,1082,144,20240812,3,1,32.98,0.0,True
1168,5093,6563,1082,91,20241130,3,1,119.09,0.0,True
1169,5096,6567,1082,136,20250523,1,1,85.91,0.0,True
1170,5100,6574,1085,125,20231014,5,1,93.88,0.0,True
1171,5106,6581,1085,180,20240815,3,1,42.85,0.0,True
1172,5116,6594,1086,26,20240607,6,2,282.22,0.0,True
1173,5124,6603,1086,34,20250717,1,1,113.64,0.0,True
1174,5137,6619,1087,70,20240829,1,1,30.85,0.0,True
1175,5138,6621,1087,62,20241126,1,1,76.35,0.0,True
1176,5153,6639,1094,149,20240203,2,1,22.43,0.0,True
1177,5158,6644,1094,171,20241021,4,2,91.88,9.19,True
1178,5169,6658,1099,152,20230114,5,1,16.63,0.0,False
1179,5177,6668,1100,151,20231025,4,1,38.16,3.82,True
1180,5178,6669,1101,160,20230321,5,1,14.9,0.0,True
1181,5195,6695,1105,17,20230417,1,1,62.02,0.0,True
1182,5197,6697,1107,31,20230722,1,1,82.05,0.0,True
1183,5205,6707,1111,105,20250813,4,1,220.59,22.06,True
1184,5210,6713,1112,58,20231011,1,1,32.28,0.0,True
1185,5212,6716,1112,56,20240328,3,1,51.11,0.0,False
1186,5212,6717,1112,37,20240329,1,1,70.56,0.0,True
1187,5217,6724,1112,9,20241217,4,1,42.22,4.22,True
1188,5218,6726,1112,9,20250130,5,1,30.87,0.0,True
1189,5226,6737,1114,3,20230924,4,1,102.39,10.24,True
1190,5232,6744,1114,99,20240821,4,1,217.72,21.77,True
1191,5238,6753,1114,159,20251025,4,1,19.01,1.9,True
1192,5242,6760,1115,38,20230205,1,1,77.95,0.0,True
1193,5249,6769,1120,150,20230909,5,1,33.3,0.0,True
1194,5251,6771,1122,132,20231229,1,1,61.93,0.0,True
1195,5252,6773,1122,8,20240315,4,1,80.84,8.08,True
1196,5253,6775,1122,126,20240509,1,1,184.87,0.0,True
1197,5254,6776,1122,16,20240727,6,1,70.58,0.0,True
1198,5255,6777,1122,144,20240930,3,1,26.92,0.0,True
1199,5256,6778,1122,1,20241210,1,1,38.1,0.0,True
1200,5257,6779,1122,80,20250315,2,1,65.52,0.0,True
1201,5259,6782,1122,27,20250725,5,1,85.85,0.0,True
1202,5260,6783,1122,125,20251002,5,1,128.46,0.0,True
1203,5265,6791,1127,5,20231012,1,1,47.37,0.0,True
1204,5269,6796,1129,7,20240316,4,1,31.92,3.19,True
1205,5271,6798,1129,148,20241230,3,1,11.47,0.0,True
1206,5295,6831,1134,156,20240409,2,1,56.23,0.0,True
1207,5297,6833,1134,7,20240808,1,1,49.03,0.0,True
1208,5310,6852,1136,65,20230222,3,1,100.69,0.0,True
1209,5317,6860,1143,105,20230313,3,1,161.3,0.0,True
1210,5323,6868,1144,146,20240410,3,1,45.09,0.0,True
1211,5326,6871,1144,75,20241204,1,1,38.28,0.0,True
1212,5328,6873,1146,16,20230616,2,1,84.94,0.0,True
1213,5332,6879,1150,99,20230430,3,1,312.78,0.0,True
1214,5333,6881,1150,31,20230602,1,1,113.03,0.0,True
1215,5365,6921,1159,177,20231210,3,1,50.72,0.0,True
1216,5368,6924,1160,13,20240107,1,1,118.31,0.0,True
1217,5368,6926,1160,45,20240102,2,1,93.34,0.0,True
1218,5369,6929,1160,120,20240311,1,1,126.98,0.0,True
1219,5375,6936,1160,151,20250125,1,2,46.08,0.0,True
1220,5375,6937,1160,6,20250207,2,1,38.12,0.0,True
1221,5378,6940,1160,158,20251203,2,1,33.67,0.0,True
1222,5382,6945,1163,129,20231209,1,1,136.43,0.0,True
1223,5394,6964,1168,69,20250120,2,1,86.54,0.0,True
1224,5396,6966,1170,61,20230211,1,1,27.66,0.0,True
1225,5398,6968,1171,7,20230424,4,1,48.14,4.81,True
1226,5399,6969,1171,23,20230630,4,1,70.3,7.03,True
1227,5403,6973,1171,77,20240130,1,1,30.85,0.0,True
1228,5409,6982,1171,151,20241204,4,1,39.61,3.96,True
1229,5424,6997,1173,151,20240908,6,1,42.12,0.0,True
1230,5458,7040,1177,7,20230329,1,1,45.01,0.0,True
1231,5459,7041,1178,120,20231208,1,1,66.9,0.0,True
1232,5464,7047,1183,109,20230502,1,1,175.04,0.0,True
1233,5465,7049,1183,4,20230610,1,1,77.82,0.0,True
1234,5467,7051,1183,73,20230825,6,1,77.31,0.0,True
1235,5473,7057,1183,145,20240406,3,1,74.13,0.0,True
1236,5476,7061,1183,42,20240727,1,1,72.87,0.0,True
1237,5477,7062,1183,7,20240925,3,1,58.25,0.0,True
1238,5487,7074,1183,77,20250728,1,1,56.48,0.0,True
1239,5491,7078,1184,1,20230402,1,1,44.18,0.0,True
1240,5496,7085,1185,5,20230910,4,1,66.86,6.69,True
1241,5504,7096,1185,56,20240626,1,2,134.18,0.0,True
1242,5517,7114,1187,3,20231128,1,1,82.21,0.0,True
1243,5517,7115,1187,147,20231130,2,1,27.09,0.0,True
1244,5522,7120,1190,165,20240202,4,1,24.5,2.45,True
1245,5531,7133,1199,42,20230419,1,1,58.56,0.0,True
1246,5533,7135,1200,12,20231121,4,1,88.23,8.82,True
1247,5538,7140,1200,2,20241123,3,1,38.65,0.0,False
1248,5542,7144,1200,42,20250717,1,1,80.83,0.0,True
1249,5542,7145,1200,39,20250706,4,2,278.88,27.89,True
1250,5551,7154,1203,147,20240906,3,1,25.93,0.0,True
1251,5561,7168,1205,6,20250706,3,1,48.91,0.0,True
1252,5562,7169,1205,118,20250807,2,1,65.27,0.0,True
1253,5563,7171,1205,44,20250828,1,1,30.06,0.0,True
1254,5567,7177,1206,49,20230219,1,1,72.5,0.0,True
1255,5584,7200,1209,23,20241116,3,1,69.83,0.0,True
1256,5588,7208,1209,2,20250318,1,1,34.23,0.0,True
1257,5593,7215,1209,35,20251118,1,2,107.24,0.0,True
1258,5599,7223,1211,30,20231119,4,1,79.51,7.95,True
1259,5617,7245,1219,138,20240804,5,1,138.09,0.0,True
1260,5617,7246,1219,39,20240810,3,1,98.7,0.0,True
1261,5619,7248,1219,1,20241123,1,1,47.2,0.0,True
1262,5621,7250,1219,45,20250617,1,1,101.25,0.0,True
1263,5626,7256,1220,122,20240517,1,1,108.67,0.0,True
1264,5630,7261,1220,37,20250106,1,1,68.53,0.0,True
1265,5639,7272,1224,8,20231008,1,1,93.63,0.0,True
1266,5644,7278,1224,2,20240807,1,1,27.66,0.0,False
1267,5646,7280,1224,30,20241122,3,1,72.79,0.0,True
1268,5663,7302,1230,53,20230528,2,1,52.4,0.0,True
1269,5667,7306,1234,72,20230212,1,2,106.94,0.0,True
1270,5675,7315,1236,153,20230709,4,1,80.41,8.04,True
1271,5680,7320,1236,17,20240515,1,1,81.45,0.0,True
1272,5720,7375,1245,67,20240328,3,1,71.65,0.0,True
1273,5725,7382,1245,59,20240930,1,1,124.36,0.0,True
1274,5754,7423,1253,108,20231024,2,1,125.03,0.0,True
1275,5768,7437,1256,11,20251219,3,1,58.63,0.0,True
1276,5769,7438,1257,77,20230219,2,1,44.79,0.0,True
1277,5771,7441,1259,60,20231016,3,1,86.22,0.0,True
1278,5776,7447,1259,3,20250218,3,1,65.84,0.0,True
1279,5778,7450,1259,165,20250928,3,1,35.71,0.0,True
1280,5783,7455,1261,25,20230925,4,1,37.4,3.74,True
1281,5783,7456,1261,30,20230926,1,1,87.3,0.0,True
1282,5800,7474,1263,65,20231108,1,1,108.41,0.0,True
1283,5803,7479,1263,16,20240602,4,1,114.51,11.45,True
1284,5812,7490,1263,162,20251211,4,1,32.16,3.22,True
1285,5825,7507,1269,35,20240111,4,1,56.65,5.67,True
1286,5827,7511,1269,170,20240406,4,1,42.97,4.3,True
1287,5828,7512,1269,5,20240602,2,1,53.71,0.0,True
1288,5829,7513,1269,43,20240722,1,1,117.33,0.0,True
1289,5836,7526,1269,178,20250814,4,1,35.42,3.54,True
1290,5836,7527,1269,39,20250816,1,1,99.4,0.0,True
1291,5837,7528,1269,147,20251018,4,2,59.92,5.99,False
1292,5854,7552,1275,106,20230903,4,1,203.74,20.37,True
1293,5865,7566,1282,29,20231007,1,1,105.99,0.0,True
1294,5873,7575,1282,44,20241118,4,1,58.56,5.86,True
1295,5891,7601,1287,151,20230328,4,1,34.8,3.48,True
1296,5897,7608,1293,30,20230814,4,1,60.94,6.09,True
1297,5898,7609,1293,19,20231018,1,1,35.57,0.0,True
1298,5899,7610,1293,131,20231223,2,1,74.1,0.0,True
1299,5901,7613,1293,127,20240428,1,1,83.29,0.0,True
1300,5902,7614,1293,131,20240704,1,1,83.45,0.0,True
1301,5903,7615,1293,50,20240910,1,1,81.46,0.0,True
1302,5904,7616,1293,136,20241109,3,1,70.34,0.0,True
1303,5906,7619,1293,74,20250306,4,1,106.42,10.64,True
1304,5907,7620,1293,5,20250510,3,1,40.73,0.0,True
1305,5908,7621,1293,1,20250630,3,1,37.8,0.0,True
1306,5917,7631,1295,88,20240903,1,1,152.25,0.0,True
1307,5918,7632,1295,155,20241025,3,1,33.28,0.0,True
1308,5920,7636,1295,151,20250801,4,1,24.89,2.49,True
1309,5925,7644,1299,1,20230531,4,1,33.75,3.38,True
1310,5928,7649,1299,136,20240811,4,1,39.03,3.9,True
1311,5935,7658,1299,159,20250131,2,1,7.8,0.0,True
1312,5940,7666,1303,174,20230813,4,1,37.19,3.72,True
1313,5940,7667,1303,4,20230813,4,1,53.38,5.34,True
1314,5941,7668,1304,19,20230527,3,1,38.49,0.0,True
1315,5948,7676,1308,58,20240102,4,1,19.26,1.93,True
1316,5950,7680,1308,81,20250513,6,2,357.04,0.0,True
1317,5952,7683,1308,83,20251219,1,1,141.03,0.0,True
1318,5953,7684,1309,160,20230308,4,1,16.26,1.63,True
1319,5955,7686,1311,37,20230709,4,1,69.75,6.98,True
1320,5960,7691,1312,12,20240410,1,1,91.68,0.0,True
1321,5967,7699,1312,40,20250222,5,1,100.05,0.0,False
1322,5971,7703,1313,133,20231119,5,1,128.83,0.0,True
1323,5974,7706,1313,12,20240611,2,1,66.01,0.0,True
1324,5976,7708,1313,92,20241103,3,1,249.3,0.0,True
1325,5976,7709,1313,23,20241102,1,1,53.24,0.0,False
1326,5977,7710,1313,43,20250117,2,1,49.55,0.0,True
1327,5978,7711,1313,7,20250320,3,1,40.83,0.0,True
1328,5979,7712,1313,29,20250523,3,1,98.23,0.0,True
1329,5979,7713,1313,42,20250526,6,1,67.52,0.0,True
1330,5991,7728,1315,55,20240302,5,1,44.82,0.0,True
1331,5996,7733,1315,5,20241224,1,1,47.17,0.0,True
1332,6011,7754,1316,17,20241002,3,1,72.5,0.0,True
1333,6030,7781,1317,159,20241217,3,1,20.49,0.0,True
1334,6032,7783,1317,61,20250127,4,1,31.41,3.14,True
1335,6038,7791,1318,57,20230524,2,1,40.99,0.0,True
1336,6040,7794,1320,2,20230429,3,1,31.25,0.0,True
1337,6045,7800,1325,99,20230407,4,1,188.3,18.83,False
1338,6047,7802,1327,57,20230708,3,1,34.88,0.0,True
1339,6054,7811,1327,65,20250502,1,1,74.04,0.0,True
1340,6054,7813,1327,46,20250427,4,1,73.22,7.32,True
1341,6056,7816,1327,36,20250802,4,1,45.93,4.59,True
1342,6058,7818,1327,54,20251106,1,1,57.42,0.0,True
1343,6071,7835,1328,35,20250720,1,1,42.97,0.0,True
1344,6075,7841,1330,9,20230629,4,2,111.92,11.19,True
1345,6084,7853,1333,34,20250226,1,1,72.74,0.0,True
1346,6085,7855,1333,121,20250616,1,1,133.76,0.0,True
1347,6100,7873,1338,61,20231030,1,1,28.19,0.0,True
1348,6105,7880,1338,109,20251208,1,1,77.67,0.0,True
1349,6108,7884,1340,171,20230114,3,1,16.68,0.0,True
1350,6116,7892,1340,19,20250716,2,1,19.97,0.0,True
1351,6125,7905,1343,29,20230428,4,1,78.94,7.89,True
1352,6129,7910,1347,136,20230315,2,1,63.33,0.0,True
1353,6130,7911,1347,159,20230604,5,1,18.13,0.0,True
1354,6133,7915,1347,75,20240108,1,1,54.44,0.0,True
1355,6133,7916,1347,160,20240116,3,1,22.08,0.0,True
1356,6135,7918,1347,28,20240531,1,1,72.46,0.0,True
1357,6136,7919,1347,111,20240813,1,1,65.23,0.0,True
1358,6139,7922,1347,148,20250211,3,1,18.01,0.0,True
1359,6140,7924,1347,32,20250416,3,1,81.32,0.0,True
1360,6142,7928,1347,40,20251207,1,1,72.17,0.0,True
1361,6144,7931,1348,17,20231104,3,1,63.2,0.0,True
1362,6145,7933,1348,31,20240125,3,1,46.41,0.0,True
1363,6147,7936,1348,136,20240609,1,1,64.54,0.0,True
1364,6148,7937,1348,9,20240911,3,1,45.18,0.0,True
1365,6149,7938,1348,19,20241110,1,1,33.88,0.0,True
1366,6152,7941,1348,14,20250704,1,1,113.46,0.0,True
1367,6154,7943,1349,126,20230628,5,2,265.84,0.0,True
1368,6156,7947,1349,126,20230814,1,1,107.07,0.0,True
1369,6166,7958,1351,8,20230817,6,1,52.79,0.0,True
1370,6171,7964,1351,53,20240814,4,1,29.81,2.98,True
1371,6182,7978,1357,70,20230530,4,2,92.24,9.22,True
1372,6186,7983,1357,134,20231227,2,2,267.01,0.0,True
1373,6190,7988,1357,5,20240816,4,1,50.02,5.0,True
1374,6191,7990,1357,21,20241019,4,1,72.93,7.29,True
1375,6194,7993,1357,77,20250310,1,1,63.87,0.0,True
1376,6215,8014,1364,156,20240531,3,1,29.55,0.0,True
1377,6227,8028,1366,49,20240908,1,1,66.2,0.0,True
1378,6233,8037,1366,79,20251220,3,1,52.27,0.0,True
1379,6235,8040,1368,3,20230506,1,1,94.28,0.0,True
1380,6237,8042,1368,8,20230903,6,1,100.16,0.0,True
1381,6240,8047,1368,35,20240301,1,1,57.85,0.0,True
1382,6242,8050,1368,12,20240807,1,1,80.5,0.0,True
1383,6243,8051,1368,6,20240926,6,1,79.31,0.0,True
1384,6247,8055,1368,33,20250320,2,1,85.16,0.0,True
1385,6248,8056,1368,17,20250511,3,1,81.77,0.0,True
1386,6253,8064,1369,25,20240127,4,1,13.02,1.3,True
1387,6254,8065,1369,129,20241021,4,1,116.27,11.63,True
1388,6258,8070,1370,42,20231210,5,1,52.1,0.0,True
1389,6259,8071,1370,28,20240123,1,2,88.54,0.0,True
1390,6260,8072,1370,53,20240424,1,1,51.76,0.0,True
1391,6262,8074,1370,5,20240903,3,1,43.54,0.0,True
1392,6266,8079,1370,6,20250825,1,1,45.62,0.0,True
1393,6276,8094,1371,163,20240410,4,1,29.68,2.97,True
1394,6281,8100,1371,143,20241213,1,1,38.11,0.0,True
1395,6282,8101,1371,5,20250205,3,1,47.77,0.0,True
1396,6287,8107,1373,31,20240209,1,1,64.66,0.0,True
1397,6288,8110,1373,64,20240304,4,1,75.14,7.51,True
1398,6290,8112,1373,38,20241206,1,1,46.89,0.0,True
1399,6291,8114,1373,35,20241221,2,1,33.22,0.0,True
1400,6292,8116,1373,98,20250722,4,2,175.95,17.6,True
1401,6293,8117,1373,16,20250716,4,1,64.31,6.43,True
1402,6302,8128,1374,173,20240625,4,1,71.94,7.19,True
1403,6305,8132,1374,173,20241018,1,1,78.59,0.0,True
1404,6307,8135,1374,4,20241218,1,1,76.37,0.0,True
1405,6316,8147,1374,96,20251212,4,1,258.74,25.87,True
1406,6321,8153,1375,54,20230623,1,1,114.82,0.0,True
1407,6329,8163,1375,58,20240303,3,1,34.0,0.0,True
1408,6346,8183,1375,76,20251202,4,1,49.31,4.93,True
1409,6352,8190,1376,55,20250105,2,1,36.13,0.0,True
1410,6353,8191,1377,158,20230505,3,1,34.8,0.0,False
1411,6354,8192,1377,168,20230613,3,2,138.16,0.0,True
1412,6355,8193,1377,40,20230725,4,1,88.09,8.81,True
1413,6367,8208,1377,23,20250410,1,1,67.52,0.0,True
1414,6369,8212,1377,16,20250922,1,1,110.5,0.0,False
1415,6371,8214,1377,23,20251204,1,1,55.94,0.0,True
1416,6374,8217,1378,134,20240613,1,1,107.35,0.0,True
1417,6376,8220,1378,132,20241021,1,1,67.75,0.0,True
1418,6378,8222,1378,44,20250326,1,1,44.96,0.0,True
1419,6379,8223,1378,134,20250606,3,1,119.05,0.0,True
1420,6381,8227,1379,23,20230421,4,1,45.23,4.52,True
1421,6394,8240,1387,161,20240209,3,2,123.16,0.0,True
1422,6395,8243,1388,35,20231102,4,1,43.53,4.35,True
1423,6396,8244,1389,38,20231221,4,1,76.78,7.68,True
1424,6400,8254,1389,1,20240815,5,1,37.63,0.0,True
1425,6402,8256,1389,142,20241225,4,1,27.58,2.76,True
1426,6403,8257,1389,10,20250224,1,1,64.57,0.0,True
1427,6408,8263,1390,158,20230912,4,1,28.21,2.82,True
1428,6417,8272,1394,44,20240115,5,1,32.07,0.0,True
1429,6418,8273,1394,10,20240303,4,1,62.02,6.2,True
1430,6424,8281,1394,18,20250107,5,1,97.36,0.0,True
1431,6427,8285,1394,142,20250523,3,1,31.18,0.0,True
1432,6428,8287,1394,13,20250704,6,1,117.17,0.0,True
1433,6430,8290,1394,77,20251101,1,1,61.91,0.0,True
1434,6432,8292,1395,45,20231006,1,1,78.28,0.0,True
1435,6435,8297,1396,42,20230906,2,1,64.6,0.0,True
1436,6441,8305,1399,177,20231229,3,1,66.57,0.0,False
1437,6444,8309,1399,163,20240624,3,1,29.09,0.0,True
1438,6453,8322,1401,141,20230827,3,1,26.63,0.0,True
1439,6454,8323,1401,159,20231107,3,1,12.31,0.0,True
1440,6454,8324,1401,159,20231114,1,1,12.31,0.0,True
1441,6456,8326,1401,177,20240916,1,1,46.23,0.0,False
1442,6459,8330,1401,65,20250403,4,1,70.01,7.0,True
1443,6462,8333,1401,160,20250728,4,1,13.42,1.34,True
1444,6463,8334,1401,70,20251128,2,1,25.42,0.0,True
1445,6470,8341,1403,78,20241127,2,1,45.38,0.0,True
1446,6475,8349,1405,164,20230920,4,1,45.75,4.58,True
1447,6487,8364,1406,43,20250719,2,1,111.67,0.0,True
1448,6491,8370,1408,165,20230903,5,1,37.89,0.0,True
1449,6518,8405,1411,32,20250916,1,1,102.33,0.0,False
1450,6521,8411,1412,45,20231030,1,1,94.85,0.0,True
1451,6522,8412,1412,45,20231226,1,1,91.25,0.0,True
1452,6523,8414,1412,142,20240227,4,1,32.78,3.28,True
1453,6533,8425,1412,17,20250715,2,1,72.12,0.0,True
1454,6547,8445,1415,19,20250524,1,1,41.05,0.0,True
1455,6548,8447,1415,55,20250711,4,1,44.71,4.47,True
1456,6569,8474,1420,35,20231225,3,1,62.17,0.0,True
1457,6591,8501,1423,47,20230706,1,1,109.6,0.0,True
1458,6593,8503,1425,5,20231120,1,1,31.65,0.0,True
1459,6600,8510,1426,69,20240719,4,1,54.86,5.49,True
1460,6604,8515,1426,161,20251122,3,1,43.42,0.0,True
1461,6610,8523,1428,122,20241005,4,1,81.46,8.15,True
1462,6611,8525,1428,172,20241209,1,1,28.58,0.0,True
1463,6611,8526,1428,166,20241125,5,1,38.01,0.0,True
1464,6612,8527,1428,6,20241202,5,1,54.4,0.0,True
1465,6621,8538,1429,30,20240201,3,1,80.19,0.0,True
1466,6623,8541,1429,2,20240827,1,1,31.66,0.0,True
1467,6623,8542,1429,147,20240827,2,1,27.02,0.0,True
1468,6632,8553,1430,156,20230824,2,1,42.79,0.0,True
1469,6636,8557,1430,178,20231230,2,1,45.41,0.0,True
1470,6651,8575,1430,35,20250731,3,1,51.38,0.0,True
1471,6653,8578,1430,53,20250921,1,1,77.88,0.0,True
1472,6658,8585,1432,177,20230511,2,1,45.7,0.0,True
1473,6661,8589,1432,23,20231205,3,1,31.62,0.0,True
1474,6666,8595,1432,2,20250209,4,1,13.67,1.37,True
1475,6669,8599,1432,155,20251209,5,1,22.67,0.0,True
1476,6677,8610,1440,28,20230715,2,1,75.2,0.0,True
1477,6681,8614,1443,145,20230728,4,1,29.97,3.0,True
1478,6684,8618,1443,34,20240117,3,1,36.65,0.0,True
1479,6684,8619,1443,123,20240120,1,1,55.38,0.0,True
1480,6694,8630,1445,161,20250127,4,1,31.69,3.17,True
1481,6695,8631,1445,102,20251127,2,1,106.7,0.0,True
1482,6696,8632,1446,15,20231122,2,1,100.09,0.0,True
1483,6700,8637,1450,41,20230719,3,1,48.16,0.0,True
1484,6701,8638,1450,25,20230731,4,1,17.69,1.77,True
1485,6705,8643,1450,174,20250303,2,1,30.85,0.0,True
1486,6705,8644,1450,56,20250303,2,1,35.45,0.0,True
1487,6715,8656,1454,132,20230805,1,1,55.52,0.0,True
1488,6716,8657,1455,34,20230413,4,1,95.29,9.53,True
1489,6722,8664,1457,101,20230318,4,1,219.91,21.99,True
1490,6728,8675,1458,146,20230321,2,1,68.51,0.0,True
1491,6740,8692,1461,23,20250325,1,1,46.99,0.0,True
1492,6751,8707,1464,17,20250214,1,1,53.29,0.0,True
