order_key,order_id,customer_key,order_date_key,sales_channel_key,geography_key,campaign_key,acquisition_channel_key,gross_revenue,discount_amount,net_revenue,shipping_revenue,is_first_order
6362,ORD-006362,1377,20240819,1,17,10,1,61.89,12.38,49.51,6.99,False
6363,ORD-006363,1377,20241025,1,17,,1,109.59,0.0,109.59,0.0,False
6364,ORD-006364,1377,20241122,1,17,13,1,21.39,2.14,19.25,6.99,False
6365,ORD-006365,1377,20241212,2,17,13,1,166.16,16.62,149.54,0.0,False
6366,ORD-006366,1377,20250122,3,17,,1,67.41,0.0,67.41,6.99,False
6367,ORD-006367,1377,20250325,2,17,,1,188.66,0.0,188.66,0.0,False
6368,ORD-006368,1377,20250710,1,17,16,1,73.64,14.73,58.91,6.99,False
6369,ORD-006369,1377,20250912,1,17,,1,110.5,0.0,110.5,0.0,False
6370,ORD-006370,1377,20251027,1,17,,1,65.03,0.0,65.03,6.99,False
6371,ORD-006371,1377,20251115,1,17,20,1,62.15,6.21,55.94,6.99,False
6372,ORD-006372,1378,20231220,1,29,6,6,44.79,4.48,40.31,6.99,True
6373,ORD-006373,1378,20240304,1,29,8,6,26.91,0.0,26.91,6.99,False
6374,ORD-006374,1378,20240528,3,29,,6,107.35,0.0,107.35,0.0,False
6375,ORD-006375,1378,20240725,1,29,9,6,132.74,26.55,106.19,0.0,False
6376,ORD-006376,1378,20241004,1,29,,6,67.75,0.0,67.75,6.99,False
6377,ORD-006377,1378,20241224,1,29,13,6,66.35,6.63,59.72,6.99,False
6378,ORD-006378,1378,20250305,2,29,15,6,44.96,0.0,44.96,6.99,False
6379,ORD-006379,1378,20250526,2,29,,6,238.1,0.0,238.1,0.0,False
6380,ORD-006380,1378,20251129,1,29,18,6,174.01,52.2,121.81,0.0,False
6381,ORD-006381,1379,20230412,1,2,,2,45.23,0.0,45.23,6.99,True
6382,ORD-006382,1380,20231129,1,15,6,1,202.16,20.22,181.94,0.0,True
6383,ORD-006383,1381,20230510,1,37,,1,59.48,0.0,59.48,6.99,True
6384,ORD-006384,1382,20230901,2,33,,3,26.06,0.0,26.06,6.99,True
6385,ORD-006385,1383,20230106,1,45,7,1,26.7,12.02,14.68,6.99,True
6386,ORD-006386,1383,20231113,2,45,,1,63.42,0.0,63.42,6.99,False
6387,ORD-006387,1383,20250807,3,45,17,1,55.85,11.17,44.68,6.99,False
6388,ORD-006388,1383,20250810,1,45,17,1,57.23,11.45,45.78,6.99,False
6389,ORD-006389,1383,20250815,1,45,17,1,55.3,11.06,44.24,6.99,False
6390,ORD-006390,1383,20251106,1,45,,1,38.25,0.0,38.25,6.99,False
6391,ORD-006391,1384,20230119,3,46,7,6,58.31,26.24,32.07,6.99,True
6392,ORD-006392,1385,20230408,1,16,,6,32.16,0.0,32.16,6.99,True
6393,ORD-006393,1386,20230304,2,9,1,3,28.25,0.0,28.25,6.99,True
6394,ORD-006394,1387,20240129,1,43,,2,236.11,0.0,236.11,0.0,True
6395,ORD-006395,1388,20231016,1,22,,2,43.53,0.0,43.53,6.99,True
6396,ORD-006396,1389,20231206,1,37,6,1,172.57,17.26,155.31,0.0,True
6397,ORD-006397,1389,20240131,1,37,,1,122.18,0.0,122.18,0.0,False
6398,ORD-006398,1389,20240324,1,37,,1,100.59,0.0,100.59,0.0,False
6399,ORD-006399,1389,20240601,1,37,,1,44.2,0.0,44.2,6.99,False
6400,ORD-006400,1389,20240810,1,37,10,1,83.88,16.78,67.1,6.99,False
6401,ORD-006401,1389,20241002,3,37,,1,42.67,0.0,42.67,6.99,False
6402,ORD-006402,1389,20241209,1,37,13,1,30.64,3.06,27.58,6.99,False
6403,ORD-006403,1389,20250217,1,37,15,1,64.57,0.0,64.57,6.99,False
6404,ORD-006404,1389,20250403,1,37,,1,103.11,0.0,103.11,0.0,False
6405,ORD-006405,1389,20250517,2,37,,1,139.65,0.0,139.65,0.0,False
6406,ORD-006406,1389,20250719,2,37,16,1,59.83,11.97,47.86,6.99,False
6407,ORD-006407,1389,20250912,1,37,,1,98.79,0.0,98.79,0.0,False
6408,ORD-006408,1390,20230902,1,26,,1,56.42,0.0,56.42,6.99,True
6409,ORD-006409,1391,20231015,1,24,,4,44.86,0.0,44.86,6.99,True
6410,ORD-006410,1392,20230711,1,11,2,1,157.79,31.56,126.23,0.0,True
6411,ORD-006411,1393,20230609,3,5,,6,73.4,0.0,73.4,6.99,True
6412,ORD-006412,1394,20230413,2,40,,3,21.07,0.0,21.07,6.99,True
6413,ORD-006413,1394,20230621,1,40,,3,106.1,0.0,106.1,0.0,False
6414,ORD-006414,1394,20230802,1,40,3,3,41.54,8.31,33.23,6.99,False
6415,ORD-006415,1394,20231106,3,40,,3,139.03,0.0,139.03,0.0,False
6416,ORD-006416,1394,20231123,2,40,6,3,45.77,4.58,41.19,6.99,False
6417,ORD-006417,1394,20240106,3,40,14,3,58.31,26.24,32.07,6.99,False
6418,ORD-006418,1394,20240215,1,40,8,3,62.02,0.0,62.02,6.99,False
6419,ORD-006419,1394,20240326,1,40,,3,149.35,0.0,149.35,0.0,False
6420,ORD-006420,1394,20240630,1,40,,3,192.36,0.0,192.36,0.0,False
6421,ORD-006421,1394,20240903,1,40,,3,47.79,0.0,47.79,6.99,False
6422,ORD-006422,1394,20241125,1,40,13,3,36.9,3.69,33.21,6.99,False
6423,ORD-006423,1394,20241128,1,40,13,3,80.44,8.04,72.4,6.99,False
6424,ORD-006424,1394,20241218,1,40,13,3,280.36,28.04,252.32,0.0,False
6425,ORD-006425,1394,20250128,1,40,,3,67.93,0.0,67.93,6.99,False
6426,ORD-006426,1394,20250327,1,40,,3,108.9,0.0,108.9,0.0,False
6427,ORD-006427,1394,20250514,1,40,,3,71.39,0.0,71.39,6.99,False
6428,ORD-006428,1394,20250623,1,40,,3,117.17,0.0,117.17,0.0,False
6429,ORD-006429,1394,20250806,1,40,17,3,123.2,24.64,98.56,0.0,False
6430,ORD-006430,1394,20251012,1,40,,3,61.91,0.0,61.91,6.99,False
6431,ORD-006431,1394,20251212,2,40,20,3,39.56,3.96,35.6,6.99,False
6432,ORD-006432,1395,20230923,1,15,,1,78.28,0.0,78.28,0.0,True
6433,ORD-006433,1396,20230317,1,10,,5,129.79,0.0,129.79,0.0,True
6434,ORD-006434,1396,20230810,1,10,3,5,27.78,5.56,22.22,6.99,False
6435,ORD-006435,1396,20230825,3,10,,5,64.6,0.0,64.6,6.99,False
6436,ORD-006436,1396,20231115,1,10,6,5,64.04,6.4,57.64,6.99,False
6437,ORD-006437,1396,20231201,1,10,6,5,172.19,17.22,154.97,0.0,False
6438,ORD-006438,1396,20251102,1,10,,5,71.27,0.0,71.27,6.99,False
6439,ORD-006439,1397,20231102,3,13,,1,201.08,0.0,201.08,0.0,True
6440,ORD-006440,1398,20230519,1,36,,6,263.99,0.0,263.99,0.0,True
6441,ORD-006441,1399,20231224,1,16,6,1,132.22,13.22,119.0,0.0,True
6442,ORD-006442,1399,20240302,2,16,8,1,37.82,0.0,37.82,6.99,False
6443,ORD-006443,1399,20240415,1,16,,1,98.33,0.0,98.33,0.0,False
6444,ORD-006444,1399,20240611,2,16,,1,29.09,0.0,29.09,6.99,False
6445,ORD-006445,1399,20240817,1,16,10,1,48.03,9.61,38.42,6.99,False
6446,ORD-006446,1399,20241115,1,16,13,1,25.98,2.6,23.38,6.99,False
6447,ORD-006447,1399,20241218,1,16,13,1,118.76,11.88,106.88,0.0,False
6448,ORD-006448,1399,20250218,1,16,15,1,23.7,0.0,23.7,6.99,False
6449,ORD-006449,1399,20250609,1,16,,1,140.24,0.0,140.24,0.0,False
6450,ORD-006450,1399,20250814,1,16,17,1,101.21,20.24,80.97,0.0,False
6451,ORD-006451,1399,20251107,1,16,,1,89.94,0.0,89.94,0.0,False
6452,ORD-006452,1400,20231104,1,41,,5,106.2,0.0,106.2,0.0,True
6453,ORD-006453,1401,20230812,3,27,3,6,66.61,13.32,53.29,6.99,True
6454,ORD-006454,1401,20231029,2,27,,6,24.62,0.0,24.62,6.99,False
6455,ORD-006455,1401,20240609,1,27,,6,14.08,0.0,14.08,6.99,False
6456,ORD-006456,1401,20240909,1,27,,6,46.23,0.0,46.23,6.99,False
6457,ORD-006457,1401,20250227,1,27,15,6,78.18,0.0,78.18,0.0,False
6458,ORD-006458,1401,20250309,1,27,15,6,33.57,0.0,33.57,6.99,False
6459,ORD-006459,1401,20250315,1,27,15,6,133.27,0.0,133.27,0.0,False
6460,ORD-006460,1401,20250517,1,27,,6,117.11,0.0,117.11,0.0,False
6461,ORD-006461,1401,20250627,1,27,,6,19.29,0.0,19.29,6.99,False
6462,ORD-006462,1401,20250719,1,27,16,6,16.78,3.36,13.42,6.99,False
6463,ORD-006463,1401,20251121,2,27,20,6,28.24,2.82,25.42,6.99,False
6464,ORD-006464,1402,20230319,1,24,,2,215.2,0.0,215.2,0.0,True
6465,ORD-006465,1403,20230525,1,24,,4,165.1,0.0,165.1,0.0,True
6466,ORD-006466,1403,20231210,1,24,6,4,30.32,3.03,27.29,6.99,False
6467,ORD-006467,1403,20240118,1,24,14,4,143.65,64.64,79.01,0.0,False
6468,ORD-006468,1403,20240707,3,24,9,4,25.67,5.13,20.54,6.99,False
6469,ORD-006469,1403,20240820,3,24,10,4,33.81,6.76,27.05,6.99,False
6470,ORD-006470,1403,20241116,2,24,13,4,80.64,8.06,72.58,6.99,False
6471,ORD-006471,1403,20241219,1,24,13,4,31.48,3.15,28.33,6.99,False
6472,ORD-006472,1403,20250922,2,24,,4,90.49,0.0,90.49,0.0,False
6473,ORD-006473,1403,20251026,1,24,,4,27.66,0.0,27.66,6.99,False
6474,ORD-006474,1404,20230713,2,31,2,4,41.93,8.39,33.54,6.99,True
6475,ORD-006475,1405,20230909,1,39,,1,85.01,0.0,85.01,0.0,True
6476,ORD-006476,1406,20231115,2,29,6,1,66.91,6.69,60.22,6.99,True
6477,ORD-006477,1406,20240112,2,29,14,1,30.51,13.73,16.78,6.99,False
6478,ORD-006478,1406,20240305,3,29,8,1,21.1,0.0,21.1,6.99,False
6479,ORD-006479,1406,20240509,1,29,,1,49.59,0.0,49.59,6.99,False
6480,ORD-006480,1406,20240705,1,29,9,1,65.88,13.18,52.7,6.99,False
6481,ORD-006481,1406,20240906,1,29,,1,234.34,0.0,234.34,0.0,False
6482,ORD-006482,1406,20241206,1,29,13,1,28.18,2.82,25.36,6.99,False
6483,ORD-006483,1406,20241229,1,29,,1,34.51,0.0,34.51,6.99,False
6484,ORD-006484,1406,20250211,2,29,,1,45.57,0.0,45.57,6.99,False
6485,ORD-006485,1406,20250403,1,29,,1,47.66,0.0,47.66,6.99,False
6486,ORD-006486,1406,20250522,1,29,,1,80.04,0.0,80.04,0.0,False
6487,ORD-006487,1406,20250703,2,29,,1,111.67,0.0,111.67,0.0,False
6488,ORD-006488,1406,20250822,2,29,,1,46.58,0.0,46.58,6.99,False
6489,ORD-006489,1407,20231221,1,41,6,2,62.12,6.21,55.91,6.99,True
6490,ORD-006490,1408,20230307,2,22,1,3,70.08,0.0,70.08,6.99,True
6491,ORD-006491,1408,20230818,1,22,3,3,47.36,9.47,37.89,6.99,False
6492,ORD-006492,1408,20240724,1,22,9,3,102.4,20.48,81.92,0.0,False
6493,ORD-006493,1408,20240731,3,22,,3,150.14,0.0,150.14,0.0,False
6494,ORD-006494,1408,20240904,2,22,,3,153.74,0.0,153.74,0.0,False
6495,ORD-006495,1408,20241126,1,22,13,3,29.92,2.99,26.93,6.99,False
6496,ORD-006496,1408,20250725,1,22,16,3,56.55,11.31,45.24,6.99,False
6497,ORD-006497,1408,20251229,3,22,,3,42.12,0.0,42.12,6.99,False
6498,ORD-006498,1409,20230717,1,11,2,1,41.93,8.39,33.54,6.99,True
6499,ORD-006499,1410,20240123,2,28,,3,74.64,0.0,74.64,6.99,True
6500,ORD-006500,1410,20250801,3,28,17,3,167.4,33.48,133.92,0.0,False
6501,ORD-006501,1410,20251112,1,28,,3,40.96,0.0,40.96,6.99,False
6502,ORD-006502,1410,20251225,2,28,,3,16.92,0.0,16.92,6.99,False
6503,ORD-006503,1411,20230529,2,4,,2,90.77,0.0,90.77,0.0,True
6504,ORD-006504,1411,20230713,1,4,2,2,132.96,26.59,106.37,0.0,False
6505,ORD-006505,1411,20230903,1,4,,2,97.0,0.0,97.0,0.0,False
6506,ORD-006506,1411,20231021,2,4,,2,107.03,0.0,107.03,0.0,False
6507,ORD-006507,1411,20231127,3,4,5,2,78.34,23.5,54.84,6.99,False
6508,ORD-006508,1411,20240127,1,4,,2,59.48,0.0,59.48,6.99,False
6509,ORD-006509,1411,20240309,3,4,8,2,103.68,0.0,103.68,0.0,False
6510,ORD-006510,1411,20240514,1,4,,2,62.53,0.0,62.53,6.99,False
6511,ORD-006511,1411,20240718,1,4,9,2,50.2,10.04,40.16,6.99,False
6512,ORD-006512,1411,20240831,2,4,,2,125.92,0.0,125.92,0.0,False
6513,ORD-006513,1411,20241105,1,4,,2,40.39,0.0,40.39,6.99,False
6514,ORD-006514,1411,20250101,1,4,,2,40.95,0.0,40.95,6.99,False
6515,ORD-006515,1411,20250219,1,4,15,2,35.04,0.0,35.04,6.99,False
6516,ORD-006516,1411,20250430,1,4,,2,104.54,0.0,104.54,0.0,False
6517,ORD-006517,1411,20250622,1,4,,2,60.9,0.0,60.9,6.99,False
6518,ORD-006518,1411,20250830,3,4,,2,144.1,0.0,144.1,0.0,False
6519,ORD-006519,1412,20230630,3,24,,1,121.39,0.0,121.39,0.0,True
6520,ORD-006520,1412,20230816,1,24,3,1,150.67,30.13,120.54,0.0,False
6521,ORD-006521,1412,20231020,1,24,,1,94.85,0.0,94.85,0.0,False
6522,ORD-006522,1412,20231221,1,24,6,1,212.6,21.26,191.34,0.0,False
6523,ORD-006523,1412,20240210,2,24,,1,32.78,0.0,32.78,6.99,False
6524,ORD-006524,1412,20240403,1,24,,1,41.21,0.0,41.21,6.99,False
6525,ORD-006525,1412,20240519,1,24,,1,20.47,0.0,20.47,6.99,False
6526,ORD-006526,1412,20240630,1,24,,1,30.79,0.0,30.79,6.99,False
6527,ORD-006527,1412,20240810,3,24,10,1,21.09,4.22,16.87,6.99,False
6528,ORD-006528,1412,20240923,3,24,,1,68.22,0.0,68.22,6.99,False
6529,ORD-006529,1412,20241103,1,24,,1,113.11,0.0,113.11,0.0,False
6530,ORD-006530,1412,20241220,1,24,13,1,26.28,2.63,23.65,6.99,False
6531,ORD-006531,1412,20250228,3,24,15,1,40.25,0.0,40.25,6.99,False
6532,ORD-006532,1412,20250429,3,24,,1,65.68,0.0,65.68,6.99,False
6533,ORD-006533,1412,20250630,2,24,,1,72.12,0.0,72.12,6.99,False
6534,ORD-006534,1412,20250817,1,24,17,1,31.24,6.25,24.99,6.99,False
6535,ORD-006535,1412,20251006,1,24,,1,78.3,0.0,78.3,0.0,False
6536,ORD-006536,1413,20230218,3,20,1,1,62.13,0.0,62.13,6.99,True
6537,ORD-006537,1414,20230810,1,30,3,6,77.09,15.42,61.67,6.99,True
6538,ORD-006538,1415,20231228,3,34,,1,61.3,0.0,61.3,6.99,True
6539,ORD-006539,1415,20240304,1,34,8,1,134.48,0.0,134.48,0.0,False
6540,ORD-006540,1415,20240423,1,34,,1,177.95,0.0,177.95,0.0,False
6541,ORD-006541,1415,20240621,1,34,,1,45.46,0.0,45.46,6.99,False
6542,ORD-006542,1415,20240814,1,34,10,1,80.61,16.12,64.49,6.99,False
6543,ORD-006543,1415,20240929,1,34,,1,116.98,0.0,116.98,0.0,False
6544,ORD-006544,1415,20241222,2,34,13,1,56.19,5.62,50.57,6.99,False
6545,ORD-006545,1415,20250118,1,34,21,1,63.83,28.72,35.11,6.99,False
6546,ORD-006546,1415,20250301,2,34,15,1,201.78,0.0,201.78,0.0,False
6547,ORD-006547,1415,20250508,1,34,,1,130.55,0.0,130.55,0.0,False
6548,ORD-006548,1415,20250626,1,34,,1,117.43,0.0,117.43,0.0,False
6549,ORD-006549,1416,20231227,2,11,,1,70.79,0.0,70.79,6.99,True
6550,ORD-006550,1416,20240528,1,11,,1,57.97,0.0,57.97,6.99,False
6551,ORD-006551,1416,20240610,1,11,,1,15.05,0.0,15.05,6.99,False
6552,ORD-006552,1416,20240619,1,11,,1,22.05,0.0,22.05,6.99,False
6553,ORD-006553,1416,20240710,1,11,9,1,47.91,9.58,38.33,6.99,False
6554,ORD-006554,1416,20240816,1,11,10,1,37.07,7.41,29.66,6.99,False
6555,ORD-006555,1416,20250625,2,11,,1,36.24,0.0,36.24,6.99,False
6556,ORD-006556,1416,20250707,2,11,16,1,19.5,3.9,15.6,6.99,False
6557,ORD-006557,1417,20230123,1,20,,6,33.07,0.0,33.07,6.99,True
6558,ORD-006558,1418,20230212,3,23,,1,41.31,0.0,41.31,6.99,True
6559,ORD-006559,1419,20230730,1,33,,6,28.43,0.0,28.43,6.99,True
6560,ORD-006560,1420,20230305,1,23,1,2,42.11,0.0,42.11,6.99,True
6561,ORD-006561,1420,20230408,2,23,,2,95.39,0.0,95.39,0.0,False
6562,ORD-006562,1420,20230518,1,23,,2,158.58,0.0,158.58,0.0,False
6563,ORD-006563,1420,20230719,1,23,2,2,269.47,53.89,215.58,0.0,False
6564,ORD-006564,1420,20230814,1,23,3,2,125.84,25.17,100.67,0.0,False
6565,ORD-006565,1420,20230911,1,23,,2,25.87,0.0,25.87,6.99,False
6566,ORD-006566,1420,20231020,2,23,,2,66.8,0.0,66.8,6.99,False
6567,ORD-006567,1420,20231114,1,23,,2,47.59,0.0,47.59,6.99,False
6568,ORD-006568,1420,20231203,3,23,6,2,42.86,4.29,38.57,6.99,False
6569,ORD-006569,1420,20231208,1,23,6,2,69.08,6.91,62.17,6.99,False
6570,ORD-006570,1420,20240219,1,23,8,2,30.79,0.0,30.79,6.99,False
6571,ORD-006571,1420,20240401,1,23,,2,135.4,0.0,135.4,0.0,False
6572,ORD-006572,1420,20240512,3,23,,2,180.74,0.0,180.74,0.0,False
6573,ORD-006573,1420,20240614,1,23,,2,126.99,0.0,126.99,0.0,False
6574,ORD-006574,1420,20240714,2,23,9,2,70.71,14.14,56.57,6.99,False
6575,ORD-006575,1420,20240811,1,23,10,2,140.05,28.01,112.04,0.0,False
6576,ORD-006576,1420,20240921,2,23,,2,123.06,0.0,123.06,0.0,False
6577,ORD-006577,1420,20241024,1,23,,2,227.61,0.0,227.61,0.0,False
6578,ORD-006578,1420,20241207,1,23,13,2,257.38,25.74,231.64,0.0,False
6579,ORD-006579,1420,20241212,1,23,13,2,88.76,8.88,79.88,0.0,False
6580,ORD-006580,1420,20250106,1,23,21,2,83.89,37.75,46.14,6.99,False
6581,ORD-006581,1420,20250219,1,23,15,2,198.35,0.0,198.35,0.0,False
6582,ORD-006582,1420,20250319,3,23,,2,157.23,0.0,157.23,0.0,False
6583,ORD-006583,1420,20250503,2,23,,2,59.51,0.0,59.51,6.99,False
6584,ORD-006584,1420,20250612,2,23,,2,92.01,0.0,92.01,0.0,False
6585,ORD-006585,1420,20250727,1,23,,2,56.97,0.0,56.97,6.99,False
6586,ORD-006586,1420,20250904,2,23,,2,60.45,0.0,60.45,6.99,False
6587,ORD-006587,1420,20251012,3,23,,2,72.02,0.0,72.02,6.99,False
6588,ORD-006588,1420,20251113,2,23,,2,377.41,0.0,377.41,0.0,False
6589,ORD-006589,1421,20230509,1,9,,6,143.09,0.0,143.09,0.0,True
6590,ORD-006590,1422,20231120,3,30,6,1,88.36,8.84,79.52,0.0,True
6591,ORD-006591,1423,20230701,1,18,,1,109.6,0.0,109.6,0.0,True
6592,ORD-006592,1424,20230302,1,37,1,1,27.65,0.0,27.65,6.99,True
6593,ORD-006593,1425,20231102,1,30,,4,31.65,0.0,31.65,6.99,True
6594,ORD-006594,1426,20230605,1,39,,6,31.95,0.0,31.95,6.99,True
6595,ORD-006595,1426,20230813,1,39,3,6,33.04,6.61,26.43,6.99,False
6596,ORD-006596,1426,20230920,1,39,,6,23.67,0.0,23.67,6.99,False
6597,ORD-006597,1426,20240116,3,39,14,6,23.53,10.59,12.94,6.99,False
6598,ORD-006598,1426,20240306,2,39,8,6,59.54,0.0,59.54,6.99,False
6599,ORD-006599,1426,20240618,1,39,,6,60.56,0.0,60.56,6.99,False
6600,ORD-006600,1426,20240706,2,39,9,6,68.58,13.72,54.86,6.99,False
6601,ORD-006601,1426,20250723,3,39,16,6,56.58,11.32,45.26,6.99,False
6602,ORD-006602,1426,20250724,2,39,16,6,29.99,6.0,23.99,6.99,False
6603,ORD-006603,1426,20251022,1,39,,6,42.25,0.0,42.25,6.99,False
6604,ORD-006604,1426,20251116,1,39,20,6,88.46,8.85,79.61,0.0,False
6605,ORD-006605,1426,20251205,2,39,20,6,92.99,9.3,83.69,0.0,False
6606,ORD-006606,1427,20231225,3,29,,1,102.12,0.0,102.12,0.0,True
6607,ORD-006607,1428,20240104,2,29,14,1,59.65,26.84,32.81,6.99,True
6608,ORD-006608,1428,20240511,1,29,,1,140.58,0.0,140.58,0.0,False
6609,ORD-006609,1428,20240708,2,29,9,1,75.78,15.16,60.62,6.99,False
6610,ORD-006610,1428,20240929,1,29,,1,137.76,0.0,137.76,0.0,False
6611,ORD-006611,1428,20241118,3,29,13,1,73.99,7.4,66.59,6.99,False
6612,ORD-006612,1428,20241122,2,29,13,1,60.44,6.04,54.4,6.99,False
6613,ORD-006613,1428,20250424,1,29,,1,64.66,0.0,64.66,6.99,False
6614,ORD-006614,1428,20251222,1,29,20,1,96.78,9.68,87.1,0.0,False
6615,ORD-006615,1429,20230124,1,45,,1,110.27,0.0,110.27,0.0,True
6616,ORD-006616,1429,20230331,1,45,,1,225.71,0.0,225.71,0.0,False
6617,ORD-006617,1429,20230606,1,45,,1,20.65,0.0,20.65,6.99,False
6618,ORD-006618,1429,20230723,3,45,2,1,75.89,15.18,60.71,6.99,False
6619,ORD-006619,1429,20230925,1,45,,1,75.57,0.0,75.57,0.0,False
6620,ORD-006620,1429,20231130,2,45,6,1,68.64,6.86,61.78,6.99,False
6621,ORD-006621,1429,20240125,2,45,,1,80.19,0.0,80.19,0.0,False
6622,ORD-006622,1429,20240622,1,45,,1,50.21,0.0,50.21,6.99,False
6623,ORD-006623,1429,20240815,1,45,10,1,169.48,33.9,135.58,0.0,False
6624,ORD-006624,1429,20241018,1,45,,1,88.86,0.0,88.86,0.0,False
6625,ORD-006625,1429,20241128,1,45,13,1,47.75,4.78,42.97,6.99,False
6626,ORD-006626,1429,20241203,1,45,13,1,114.27,11.43,102.84,0.0,False
6627,ORD-006627,1429,20241230,1,45,,1,62.58,0.0,62.58,6.99,False
6628,ORD-006628,1429,20250131,2,45,,1,33.1,0.0,33.1,6.99,False
6629,ORD-006629,1429,20250323,3,45,,1,159.62,0.0,159.62,0.0,False
6630,ORD-006630,1429,20250519,3,45,,1,62.91,0.0,62.91,6.99,False
6631,ORD-006631,1429,20250719,1,45,16,1,33.23,6.65,26.58,6.99,False
6632,ORD-006632,1430,20230806,2,14,3,2,53.49,10.7,42.79,6.99,True
6633,ORD-006633,1430,20230901,1,14,,2,89.14,0.0,89.14,0.0,False
6634,ORD-006634,1430,20231114,2,14,,2,119.46,0.0,119.46,0.0,False
6635,ORD-006635,1430,20231219,1,14,6,2,26.36,2.64,23.72,6.99,False
6636,ORD-006636,1430,20231223,3,14,6,2,50.46,5.05,45.41,6.99,False
6637,ORD-006637,1430,20240121,3,14,14,2,123.98,55.79,68.19,6.99,False
6638,ORD-006638,1430,20240305,3,14,8,2,69.1,0.0,69.1,6.99,False
6639,ORD-006639,1430,20240411,3,14,,2,79.95,0.0,79.95,0.0,False
6640,ORD-006640,1430,20240513,3,14,,2,47.83,0.0,47.83,6.99,False
6641,ORD-006641,1430,20240617,1,14,,2,183.92,0.0,183.92,0.0,False
6642,ORD-006642,1430,20240728,1,14,,2,48.2,0.0,48.2,6.99,False
6643,ORD-006643,1430,20240904,1,14,,2,56.87,0.0,56.87,6.99,False
6644,ORD-006644,1430,20241001,1,14,,2,119.41,0.0,119.41,0.0,False
6645,ORD-006645,1430,20241124,2,14,13,2,236.4,23.64,212.76,0.0,False
6646,ORD-006646,1430,20241208,2,14,13,2,35.14,3.51,31.63,6.99,False
6647,ORD-006647,1430,20250110,1,14,21,2,27.64,12.44,15.2,6.99,False
6648,ORD-006648,1430,20250213,1,14,,2,127.32,0.0,127.32,0.0,False
6649,ORD-006649,1430,20250430,2,14,,2,100.52,0.0,100.52,0.0,False
6650,ORD-006650,1430,20250612,2,14,,2,117.25,0.0,117.25,0.0,False
6651,ORD-006651,1430,20250710,1,14,16,2,64.23,12.85,51.38,6.99,False
6652,ORD-006652,1430,20250806,3,14,17,2,60.34,12.07,48.27,6.99,False
6653,ORD-006653,1430,20250910,2,14,,2,186.88,0.0,186.88,0.0,False
6654,ORD-006654,1430,20251007,1,14,,2,409.98,0.0,409.98,0.0,False
6655,ORD-006655,1430,20251228,1,14,,2,198.12,0.0,198.12,0.0,False
6656,ORD-006656,1431,20230917,1,14,,3,21.48,0.0,21.48,6.99,True
6657,ORD-006657,1432,20230118,2,33,7,1,26.64,11.99,14.65,6.99,True
6658,ORD-006658,1432,20230429,2,33,,1,45.7,0.0,45.7,6.99,False
6659,ORD-006659,1432,20230808,1,33,3,1,37.37,7.47,29.9,6.99,False
6660,ORD-006660,1432,20230811,1,33,3,1,115.7,23.14,92.56,0.0,False
6661,ORD-006661,1432,20231125,1,33,4,1,92.83,27.85,64.98,6.99,False
6662,ORD-006662,1432,20240114,1,33,14,1,13.59,6.12,7.47,6.99,False
6663,ORD-006663,1432,20240330,1,33,,1,59.97,0.0,59.97,6.99,False
6664,ORD-006664,1432,20240405,1,33,,1,35.77,0.0,35.77,6.99,False
6665,ORD-006665,1432,20241124,1,33,13,1,44.08,4.41,39.67,6.99,False
6666,ORD-006666,1432,20250120,1,33,21,1,61.68,27.76,33.92,6.99,False
6667,ORD-006667,1432,20250215,1,33,15,1,71.91,0.0,71.91,6.99,False
6668,ORD-006668,1432,20251130,1,33,18,1,14.04,4.21,9.83,6.99,False
6669,ORD-006669,1432,20251201,1,33,19,1,32.39,9.72,22.67,6.99,False
6670,ORD-006670,1433,20231215,1,35,6,2,55.66,5.57,50.09,6.99,True
6671,ORD-006671,1434,20230717,2,44,2,1,224.76,44.95,179.81,0.0,True
6672,ORD-006672,1435,20230413,1,4,,4,70.57,0.0,70.57,6.99,True
6673,ORD-006673,1436,20230831,1,20,,5,63.57,0.0,63.57,6.99,True
6674,ORD-006674,1437,20230407,1,15,,2,27.06,0.0,27.06,6.99,True
6675,ORD-006675,1438,20230730,1,7,,6,104.52,0.0,104.52,0.0,True
6676,ORD-006676,1439,20230417,1,39,,1,36.15,0.0,36.15,6.99,True
6677,ORD-006677,1440,20230627,1,35,,1,75.2,0.0,75.2,0.0,True
6678,ORD-006678,1441,20230525,2,15,,6,251.7,0.0,251.7,0.0,True
6679,ORD-006679,1442,20230511,3,15,,1,36.61,0.0,36.61,6.99,True
6680,ORD-006680,1443,20230524,2,30,,1,65.48,0.0,65.48,6.99,True
6681,ORD-006681,1443,20230720,2,30,2,1,37.46,7.49,29.97,6.99,False
6682,ORD-006682,1443,20231211,1,30,6,1,51.58,5.16,46.42,6.99,False
6683,ORD-006683,1443,20231222,1,30,6,1,98.62,9.86,88.76,0.0,False
6684,ORD-006684,1443,20240112,1,30,14,1,167.33,75.3,92.03,0.0,False
6685,ORD-006685,1443,20240721,1,30,9,1,34.59,6.92,27.67,6.99,False
6686,ORD-006686,1443,20241004,2,30,,1,20.35,0.0,20.35,6.99,False
6687,ORD-006687,1443,20250220,2,30,15,1,89.98,0.0,89.98,0.0,False
6688,ORD-006688,1443,20250506,1,30,,1,38.33,0.0,38.33,6.99,False
